,sphere1,sphere2,sphere3,ackley1,ackley2,ackley3,rastrigin1,rastrigin2,rastrigin3
0,0.3374099708400251,0.18577689212986273,0.20870140124481584,10.520761234704091,9.311914296807531,9.040745133775607,5.453117541304559,2.084281953245294,2.1785199415717122
1,0.30645698625160167,0.24781952198274887,0.11583316936503232,12.826338472160899,12.383608577559084,6.591150381397317,5.143607975462598,2.6267995198787046,1.9269757626051607
2,0.7132523308641325,0.2082194635248622,0.18008622341467867,9.339893582659093,7.30555968230437,2.009276438640332,5.488936922839647,1.9437457522912265,1.7620789125320175
3,0.2693240102391248,0.23943574462695522,0.21595243688490268,12.457145532002547,7.765867164318823,3.7912170377763217,3.5787666327876266,2.2897703812725725,2.1400052258482516
4,0.26642410986478693,0.2702897909274579,0.1337689155912158,8.556720543051549,7.1313988378827755,5.3310598140254974,3.303679218254762,1.445027523267806,1.2297320758264645
5,0.24989671542064604,0.27583834162390075,0.16862262795544886,9.472661779469199,5.755241407349549,4.610447638835063,3.421814742895466,1.4536849126254063,1.054209393654277
6,0.361455319660689,0.20865653203096696,0.1857386371974084,9.237503078895786,6.144116192308283,2.70399048561009,4.070296409123282,1.977394194609947,1.518418054819963
7,0.2787615714256417,0.1655642623837522,0.13045266924313142,6.554974111714263,10.460292867901646,2.6154565385558075,4.5365328487226595,1.958978961714133,1.3873024003785217
8,0.30206880800677005,0.23166646739746494,0.13039137541830487,9.944051982255445,8.27773936238362,0.6507970897256375,3.340412143516854,1.6748106949423547,1.5663833409167522
9,0.28239116842457357,0.19072065759688597,0.15071886373420992,8.418705133945954,3.086564246443205,0.5794818515646918,3.1474384290903332,2.072783291133029,1.7824299276021367
10,0.3021494698591112,0.1417406859103941,0.15429515882807027,6.462943403221251,4.443210059277707,0.8041961263663303,3.9581345833023662,1.4805206457976514,1.3773628640641786
11,0.33228486595192175,0.21551382419918674,0.14680929597496942,7.283583923514392,4.752353340179619,2.1096351076643565,2.278618818739397,1.6684468455099286,1.1436544659839494
12,0.25301118203251594,0.16646177551428457,0.18048409929185352,5.2741950779731965,3.2295189897988243,4.929030411402886,4.5758579235339765,1.8691520254428347,1.011681988504406
13,0.34965921871967437,0.16104123309950777,0.1556487113059413,8.855889695715625,5.3422010400789235,1.835080801273395,4.11998201371574,1.7348228210173662,1.692717252311052
14,0.24379715070400393,0.17021690767675565,0.14954203971973684,6.680599273870238,5.607318631056278,1.2395874680127137,3.374852677410284,1.979027573592592,0.9937843675371891
15,0.3384653928045712,0.165839391576113,0.13598997365545615,7.6895150666364955,3.711061725902353,2.4062889142487416,3.3836965364868528,1.1913513532322753,1.4129155458211746
16,0.3004962079170923,0.17110708700604255,0.12972963614331837,7.646420857486826,2.1283803558854486,2.1793571016552904,4.872064256178935,1.3176422608788407,1.32665243264126
17,0.2577005301729612,0.22735687483412875,0.17196347162317632,8.35182375088327,4.337153858764727,2.653432944007632,2.727167006380563,2.237300231558636,1.1505648536621398
18,0.2619987605503126,0.14930894854866153,0.15473672598537683,8.575773190731347,6.146527997735558,2.1452247869801875,3.4389872539362427,2.1428081075749326,1.3622232701016195
19,0.24303249062562152,0.12520314648905093,0.1305461611049254,6.798649238233786,6.687094801131299,0.7832148162474499,2.9729906278491276,1.7405065283651944,0.9788928050968639
20,0.26561181538366574,0.16092181988165016,0.15285365604848125,7.64159197843172,6.804678749503433,1.9864638654851785,2.3604192841265825,1.5280621760184834,1.2793530980012777
