,0,1,2,3,4,5,6,7,8,9
0,1.7204536787095117,4.306269025146961,6.48573922016526,4.070656617437537,3.7834337174364174,8.74044592114994,9.77570699117095,2.519940546633551,6.955102529179076,6.17342716601639
1,4.327898906309616,6.816044583376285,4.44940583232557,3.3000556038718987,3.7069593721050005,4.024219071580678,6.769101846306739,4.789667042867267,5.919714641252409,7.333012854630514
2,6.235395880376213,11.879207023053281,3.717053607974797,2.173518475487047,2.362642074503936,5.230756331400382,4.064754802429618,5.417423413827175,2.3744895048698154,11.43412811447421
3,8.256013439144505,4.660199534049438,3.9194686585275296,1.9295123837209371,6.967571185883896,1.115337123538358,2.7779461369490006,2.45306478234889,3.041979462686478,0.6665736210272318
4,1.487030737435816,7.155398941993317,5.72326145755428,2.9127948401464234,3.367245063257168,2.1325489899647243,2.112625762403768,5.7142239009768385,1.7024788615725823,0.729183627242707
5,3.811526963806667,3.842265112929713,3.2950001381008724,8.370686369556756,2.7521047109599577,1.6503685497791287,1.6298480521746614,3.563698808940462,2.6410167242500284,2.6616319984564085
6,2.4992143884036526,3.995739470401275,7.7221241293450165,1.98409779614837,3.195227192887452,4.362667518355253,5.332439166713697,4.752350804226626,2.572958348419785,4.286145276331696
7,8.995482442164423,3.6426699126436777,2.8597561978346095,3.8262904237149473,7.94109957536838,0.4813431118984971,4.898064501688273,6.373383969105912,3.7627991990716305,2.5844391537362457
8,4.208881480292735,5.723095623058503,5.5088201329471,3.561320223876487,0.4769326795990416,6.636933421893994,0.9760573534032388,1.9434562261689923,2.784226124415501,1.5843981695129503
9,7.257237097553279,3.4312818411617743,1.199038258633177,3.3665894069224054,4.727490400157282,5.4478313878618225,0.8132929046140132,0.6232992707687237,2.870046859392545,1.7382768638383084
10,2.329001440892371,1.95577174966526,10.63307819427995,3.4754806432323546,2.34894876000734,1.8496915473683782,1.9661938523092175,6.000788131656497,7.369325074965934,1.6530664386463567
11,1.671116618890313,2.8191297020604327,1.9943430245096052,2.2000319907701,2.0410635081267348,0.5118294826741001,4.653937687670851,2.7407879956411727,2.3941895980792984,1.759758578971362
12,2.634272364520758,2.698570490076642,2.452800849737317,2.793538930460235,8.42870777708828,8.686080784136324,5.980003060291296,3.6704064281421886,3.2605031339100274,5.153695416976694
13,3.186037148891892,5.304398475598529,6.882092542796869,6.877179642444572,3.1378683068692204,4.218338948727167,2.5965864557745717,1.9750222325850957,4.560339955265616,2.4619564282038624
14,2.5950870504194476,6.182457671287192,3.391582925297111,3.5238480311788356,2.8369028039588295,2.5349742835331224,3.173001133279103,3.6997721198973075,4.65818274363021,1.1527180116216895
15,3.082875018717432,2.1876193733408673,3.591894031255886,4.55156077330906,3.362838251723793,0.6640188199266811,5.740731270422782,3.125471697979371,5.039149680542086,2.4908064476505647
16,1.155673297263387,6.38382749480361,5.808326886059265,5.295652509891281,8.536531564582518,3.7750727896867216,3.7931420499571793,3.807718631657003,1.4186366541695958,8.746060683718792
17,2.4634116817467766,3.5520263809148616,2.6939627675441487,1.1126318021060537,2.762333281125722,1.8396076773629972,1.1060675686244752,2.8373786848789084,5.846576784082174,3.0576734354195088
18,2.504640061141327,2.7812594796054,8.543297454048892,2.726968958579615,2.8358340062303427,1.1614604361297365,2.571117859804929,1.9083021699522826,6.488409234739092,2.868582879130809
19,2.682202152131115,2.1670721539802518,3.4057368739587,6.871583315350069,2.7110664456840117,2.4042038175280056,2.1297981276626636,2.561257071632616,3.0161759137744273,1.7808104067894204
20,1.6125898648356645,1.868732178707188,4.352479673835253,4.25390280325762,0.8672485087595416,1.7084793737793718,2.8626298947152504,3.862999770225696,1.874397241515712,0.34073353163452835
21,1.4191810360508414,0.7941232858604524,1.8942149563851916,5.365121956774249,3.5461985163913328,6.738870112731846,2.019613399047308,1.151082495211564,2.2499990610642544,1.9069114458456358
22,3.8098527564982305,4.661295739184871,0.8704077642575768,3.3506792780464423,2.36802255642774,5.804966542389146,0.7228616380164502,2.6866312333564464,2.626111554846042,2.0893119947804744
23,1.492572814966133,8.081235835638209,4.483133204282056,2.0972996259040704,8.068795713916725,3.1763422883456816,1.2635885759801189,5.186299913181529,2.56742229834982,2.526937816108531
24,3.1837983406212294,2.061116396082925,2.72202977775485,3.7599974547510953,7.170869007419673,1.7972650679815365,3.1820513846506238,1.7305166029811954,1.4375217058098417,2.570434962727059
25,2.017474386593435,2.384414961201023,1.3941833920003033,3.3128873887290116,4.2750482990255,2.057462714153225,1.2519232205871382,3.433557999878236,1.4700699604504575,4.155264758364196
26,5.252610325633683,0.9701350724145291,2.8088327429777884,8.163811232319892,4.680509980630597,1.6121548058738011,4.168176313204843,0.8028781256204696,1.8103525505933253,3.0143213440344483
